Latitude (decimal degrees):	44.505
Longitude (decimal degrees):	11.345
Elevation (m):	47
Radiation database:	PVGIS-SARAH


Slope: 41 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20151012:1510,49780.0,76.72,13.72,19.8,0.55,0.0
20151012:1610,13100.0,28.01,3.65,19.07,0.63,0.0
20151012:1710,0.0,0.0,0.0,18.34,0.71,0.0
20151012:1810,0.0,0.0,0.0,17.62,0.79,0.0
20151012:1910,0.0,0.0,0.0,17.21,0.87,0.0
20151012:2010,0.0,0.0,0.0,16.8,0.95,0.0
20151012:2110,0.0,0.0,0.0,16.39,1.03,0.0
20151012:2210,0.0,0.0,0.0,16.37,1.04,0.0
20151012:2310,0.0,0.0,0.0,16.35,1.04,0.0
20151013:0010,0.0,0.0,0.0,16.33,1.05,0.0
20151013:0110,0.0,0.0,0.0,15.9,1.21,0.0
20151013:0210,0.0,0.0,0.0,15.47,1.37,0.0
20151013:0310,0.0,0.0,0.0,15.04,1.53,0.0
20151013:0410,0.0,0.0,0.0,15.1,1.41,0.0
20151013:0510,0.0,0.0,0.0,15.16,1.29,0.0
20151013:0610,1020.0,8.25,6.87,15.22,1.17,0.0
20151013:0710,258320.0,317.74,16.66,15.56,1.27,0.0
20151013:0810,25410.0,45.11,25.33,15.9,1.37,0.0
20151013:0910,50630.0,77.08,32.24,16.25,1.46,0.0
20151013:1010,49660.0,75.95,36.61,16.34,1.46,0.0
20151013:1110,67090.0,97.25,37.75,16.43,1.46,0.0
20151013:1210,30820.0,52.3,35.45,16.53,1.46,0.0
20151013:1310,19610.0,37.5,30.12,16.82,1.82,0.0
20151013:1410,45140.0,70.46,22.52,17.12,2.18,0.0
20151013:1510,11750.0,26.47,13.4,17.42,2.54,0.0
20151013:1610,14400.0,29.59,3.34,17.02,2.24,0.0
20151013:1710,0.0,0.0,0.0,16.61,1.95,0.0
20151013:1810,0.0,0.0,0.0,16.21,1.66,0.0
20151013:1910,0.0,0.0,0.0,15.87,1.43,0.0
20151013:2010,0.0,0.0,0.0,15.53,1.21,0.0
20151013:2110,0.0,0.0,0.0,15.19,0.99,0.0
20151013:2210,0.0,0.0,0.0,15.17,0.87,0.0
20151013:2310,0.0,0.0,0.0,15.15,0.74,0.0
20151014:0010,0.0,0.0,0.0,15.14,0.62,0.0
20151014:0110,0.0,0.0,0.0,15.3,0.58,0.0
20151014:0210,0.0,0.0,0.0,15.47,0.54,0.0
20151014:0310,0.0,0.0,0.0,15.64,0.5,0.0
20151014:0410,0.0,0.0,0.0,15.7,0.6,0.0
20151014:0510,0.0,0.0,0.0,15.76,0.71,0.0
20151014:0610,15110.0,30.82,6.63,15.82,0.81,0.0
20151014:0710,14500.0,30.37,16.4,16.6,0.84,0.0
20151014:0810,26450.0,46.76,25.04,17.38,0.87,0.0
20151014:0910,31640.0,53.71,31.92,18.16,0.9,0.0
20151014:1010,39920.0,64.34,36.25,18.25,1.28,0.0
20151014:1110,31160.0,53.13,37.37,18.34,1.66,0.0
20151014:1210,51540.0,78.88,35.07,18.43,2.04,0.0
20151014:1310,61720.0,91.17,29.76,17.91,1.94,0.0
20151014:1410,85530.0,119.34,22.18,17.4,1.84,0.0
20151014:1510,33840.0,56.04,13.08,16.89,1.74,0.0
20151014:1610,0.0,2.64,3.03,16.64,1.67,0.0
20151014:1710,0.0,0.0,0.0,16.39,1.6,0.0
20151014:1810,0.0,0.0,0.0,16.14,1.53,0.0
20151014:1910,0.0,0.0,0.0,16.13,1.62,0.0
20151014:2010,0.0,0.0,0.0,16.13,1.71,0.0
20151014:2110,0.0,0.0,0.0,16.13,1.81,0.0
20151014:2210,0.0,0.0,0.0,16.17,1.54,0.0
20151014:2310,0.0,0.0,0.0,16.21,1.26,0.0
20151015:0010,0.0,0.0,0.0,16.25,0.99,0.0
20151015:0110,0.0,0.0,0.0,15.63,0.95,0.0
20151015:0210,0.0,0.0,0.0,15.01,0.91,0.0
20151015:0310,0.0,0.0,0.0,14.4,0.87,0.0
20151015:0410,0.0,0.0,0.0,14.16,1.16,0.0
20151015:0510,0.0,0.0,0.0,13.92,1.45,0.0
20151015:0610,4260.0,14.44,6.4,13.68,1.74,0.0
20151015:0710,15740.0,31.9,16.15,14.8,1.93,0.0
20151015:0810,735600.0,932.21,24.76,15.92,2.12,0.0
20151015:0910,613450.0,767.47,31.6,17.05,2.32,0.0
20151015:1010,594820.0,739.62,35.9,17.24,2.88,0.0
20151015:1110,758050.0,955.85,37.0,17.43,3.45,0.0
20151015:1210,801000.0,1008.85,34.7,17.62,4.01,0.0
20151015:1310,733250.0,917.17,29.4,17.56,3.77,0.0
20151015:1410,701940.0,874.9,21.84,17.51,3.53,0.0
20151015:1510,537030.0,656.37,12.76,17.45,3.28,0.0
20151015:1610,95420.0,126.47,2.73,16.33,2.9,0.0
20151015:1710,0.0,0.0,0.0,15.21,2.52,0.0
20151015:1810,0.0,0.0,0.0,14.1,2.14,0.0
20151015:1910,0.0,0.0,0.0,13.62,2.12,0.0
20151015:2010,0.0,0.0,0.0,13.14,2.11,0.0
20151015:2110,0.0,0.0,0.0,12.66,2.1,0.0
20151015:2210,0.0,0.0,0.0,12.47,2.25,0.0
20151015:2310,0.0,0.0,0.0,12.28,2.4,0.0
20151016:0010,0.0,0.0,0.0,12.1,2.55,0.0
20151016:0110,0.0,0.0,0.0,12.03,2.98,0.0
20151016:0210,0.0,0.0,0.0,11.96,3.42,0.0
20151016:0310,0.0,0.0,0.0,11.9,3.85,0.0
20151016:0410,0.0,0.0,0.0,11.86,4.0,0.0
20151016:0510,0.0,0.0,0.0,11.82,4.15,0.0
20151016:0610,353010.0,413.63,6.16,11.78,4.3,0.0
20151016:0710,620230.0,741.94,15.89,12.55,3.94,0.0
20151016:0810,684910.0,833.48,24.47,13.33,3.58,0.0
20151016:0910,573930.0,697.38,31.27,14.11,3.21,0.0
20151016:1010,738390.0,914.72,35.54,14.13,3.24,0.0
20151016:1110,648260.0,794.86,36.63,14.16,3.26,0.0
20151016:1210,722020.0,892.11,34.33,14.19,3.28,0.0
20151016:1310,280270.0,342.3,29.05,14.3,2.63,0.0
20151016:1410,60180.0,87.99,21.51,14.42,1.99,0.0
20151016:1510,73300.0,102.54,12.45,14.54,1.34,0.0
20151016:1610,400.0,6.76,2.43,13.85,1.49,0.0
20151016:1710,0.0,0.0,0.0,13.16,1.65,0.0
20151016:1810,0.0,0.0,0.0,12.47,1.81,0.0
20151016:1910,0.0,0.0,0.0,12.17,1.55,0.0
20151016:2010,0.0,0.0,0.0,11.87,1.29,0.0
20151016:2110,0.0,0.0,0.0,11.57,1.03,0.0
20151016:2210,0.0,0.0,0.0,11.58,1.17,0.0
20151016:2310,0.0,0.0,0.0,11.59,1.31,0.0
20151017:0010,0.0,0.0,0.0,11.6,1.45,0.0
20151017:0110,0.0,0.0,0.0,11.21,1.56,0.0
20151017:0210,0.0,0.0,0.0,10.82,1.67,0.0
20151017:0310,0.0,0.0,0.0,10.44,1.78,0.0
20151017:0410,0.0,0.0,0.0,10.39,1.48,0.0
20151017:0510,0.0,0.0,0.0,10.34,1.17,0.0
20151017:0610,48920.0,71.7,5.92,10.3,0.87,0.0
20151017:0710,231760.0,281.81,15.63,11.42,0.81,0.0
20151017:0810,449870.0,549.27,24.18,12.54,0.75,0.0
20151017:0910,728580.0,940.29,30.95,13.66,0.69,0.0
20151017:1010,651420.0,830.22,35.19,14.25,0.75,0.0
20151017:1110,332960.0,412.42,36.26,14.84,0.81,0.0
20151017:1210,694730.0,896.13,33.96,15.44,0.87,0.0
20151017:1310,635100.0,801.44,28.69,15.42,1.32,0.0
20151017:1410,22820.0,41.58,21.18,15.4,1.77,0.0
20151017:1510,29160.0,49.69,12.14,15.38,2.22,0.0
20151017:1610,0.0,3.12,2.13,14.57,2.31,0.0
20151017:1710,0.0,0.0,0.0,13.75,2.4,0.0
20151017:1810,0.0,0.0,0.0,12.94,2.48,0.0
20151017:1910,0.0,0.0,0.0,12.45,2.32,0.0
20151017:2010,0.0,0.0,0.0,11.96,2.16,0.0
20151017:2110,0.0,0.0,0.0,11.47,2.0,0.0
20151017:2210,0.0,0.0,0.0,11.15,2.1,0.0
20151017:2310,0.0,0.0,0.0,10.84,2.19,0.0
20151018:0010,0.0,0.0,0.0,10.53,2.29,0.0
20151018:0110,0.0,0.0,0.0,9.82,1.98,0.0
20151018:0210,0.0,0.0,0.0,9.12,1.67,0.0
20151018:0310,0.0,0.0,0.0,8.42,1.37,0.0
20151018:0410,0.0,0.0,0.0,8.36,1.1,0.0
20151018:0510,0.0,0.0,0.0,8.3,0.83,0.0
20151018:0610,16630.0,31.97,5.69,8.24,0.57,0.0
20151018:0710,62790.0,89.1,15.37,10.16,0.83,0.0
20151018:0810,28500.0,48.43,23.89,12.08,1.09,0.0
20151018:0910,106410.0,142.64,30.63,14.01,1.35,0.0
20151018:1010,42050.0,66.14,34.84,14.93,1.34,0.0
20151018:1110,96650.0,132.36,35.89,15.85,1.32,0.0
20151018:1210,140140.0,184.33,33.6,16.77,1.31,0.0
20151018:1310,17730.0,34.91,28.35,16.67,1.39,0.0
20151018:1410,25070.0,44.77,20.85,16.57,1.48,0.0
20151018:1510,28520.0,49.08,11.83,16.47,1.56,0.0
20151018:1610,0.0,0.0,1.84,15.49,1.48,0.0
20151018:1710,0.0,0.0,0.0,14.51,1.39,0.0
20151018:1810,0.0,0.0,0.0,13.53,1.31,0.0
20151018:1910,0.0,0.0,0.0,13.26,1.1,0.0
20151018:2010,0.0,0.0,0.0,13.0,0.9,0.0
20151018:2110,0.0,0.0,0.0,12.74,0.69,0.0
20151018:2210,0.0,0.0,0.0,12.84,0.75,0.0
20151018:2310,0.0,0.0,0.0,12.94,0.82,0.0
20151019:0010,0.0,0.0,0.0,13.04,0.88,0.0
20151019:0110,0.0,0.0,0.0,12.5,1.02,0.0
20151019:0210,0.0,0.0,0.0,11.96,1.16,0.0
20151019:0310,0.0,0.0,0.0,11.42,1.3,0.0
20151019:0410,0.0,0.0,0.0,11.51,1.68,0.0
20151019:0510,0.0,0.0,0.0,11.6,2.07,0.0
20151019:0610,131380.0,165.13,5.45,11.69,2.46,0.0
20151019:0710,100470.0,132.7,15.11,12.25,2.5,0.0
20151019:0810,53720.0,79.63,23.6,12.81,2.55,0.0
20151019:0910,43650.0,67.6,30.31,13.37,2.59,0.0
20151019:1010,67460.0,96.54,34.49,13.91,2.62,0.0
20151019:1110,68620.0,98.15,35.53,14.46,2.64,0.0
20151019:1210,56090.0,83.27,33.24,15.01,2.66,0.0
20151019:1310,270380.0,333.52,28.0,15.88,2.28,0.0
20151019:1410,625030.0,783.79,20.53,16.76,1.89,0.0
20151019:1510,461580.0,570.33,11.53,17.64,1.5,0.0
20151019:1610,0.0,0.0,1.55,16.1,1.73,0.0
20151019:1710,0.0,0.0,0.0,14.56,1.96,0.0
20151019:1810,0.0,0.0,0.0,13.02,2.19,0.0
20151019:1910,0.0,0.0,0.0,12.37,2.03,0.0
20151019:2010,0.0,0.0,0.0,11.72,1.86,0.0
20151019:2110,0.0,0.0,0.0,11.07,1.7,0.0
20151019:2210,0.0,0.0,0.0,10.89,1.92,0.0
20151019:2310,0.0,0.0,0.0,10.71,2.14,0.0
20151020:0010,0.0,0.0,0.0,10.54,2.36,0.0
20151020:0110,0.0,0.0,0.0,10.57,1.81,0.0
20151020:0210,0.0,0.0,0.0,10.6,1.26,0.0
20151020:0310,0.0,0.0,0.0,10.64,0.72,0.0
20151020:0410,0.0,0.0,0.0,10.71,0.74,0.0
20151020:0510,0.0,0.0,0.0,10.79,0.76,0.0
20151020:0610,171180.0,209.96,5.21,10.87,0.79,0.0
20151020:0710,537900.0,659.62,14.85,11.82,0.67,0.0
20151020:0810,657580.0,832.82,23.32,12.78,0.56,0.0
20151020:0910,679870.0,874.18,29.99,13.74,0.44,0.0
20151020:1010,632640.0,795.69,34.14,14.33,1.26,0.0
20151020:1110,662340.0,828.62,35.16,14.92,2.07,0.0
20151020:1210,573840.0,705.07,32.88,15.51,2.88,0.0
20151020:1310,650590.0,805.93,27.66,15.83,2.89,0.0
20151020:1410,545470.0,667.18,20.21,16.16,2.89,0.0
20151020:1510,532440.0,649.17,11.23,16.49,2.9,0.0
20151020:1610,0.0,0.0,1.27,15.16,2.61,0.0
20151020:1710,0.0,0.0,0.0,13.83,2.32,0.0
20151020:1810,0.0,0.0,0.0,12.51,2.03,0.0
20151020:1910,0.0,0.0,0.0,11.97,1.96,0.0
20151020:2010,0.0,0.0,0.0,11.44,1.9,0.0
20151020:2110,0.0,0.0,0.0,10.91,1.83,0.0
20151020:2210,0.0,0.0,0.0,10.72,1.7,0.0
20151020:2310,0.0,0.0,0.0,10.54,1.56,0.0
20151021:0010,0.0,0.0,0.0,10.36,1.42,0.0
20151021:0110,0.0,0.0,0.0,10.52,1.5,0.0
20151021:0210,0.0,0.0,0.0,10.69,1.58,0.0
20151021:0310,0.0,0.0,0.0,10.86,1.66,0.0
20151021:0410,0.0,0.0,0.0,10.62,1.74,0.0
20151021:0510,0.0,0.0,0.0,10.38,1.83,0.0
20151021:0610,64600.0,89.43,4.97,10.15,1.92,0.0
20151021:0710,439900.0,525.56,14.59,11.61,1.82,0.0
20151021:0810,611190.0,752.59,23.03,13.08,1.71,0.0
20151021:0910,695740.0,878.31,29.67,14.55,1.61,0.0
20151021:1010,754780.0,950.29,33.8,15.01,2.53,0.0
20151021:1110,625540.0,768.49,34.81,15.47,3.45,0.0
20151021:1210,131640.0,172.55,32.52,15.94,4.37,0.0
20151021:1310,567470.0,689.59,27.32,15.66,3.91,0.0
20151021:1410,438020.0,527.81,19.9,15.39,3.44,0.0
20151021:1510,459200.0,552.58,10.93,15.12,2.98,0.0
20151021:1610,0.0,0.0,0.99,13.94,2.65,0.0
20151021:1710,0.0,0.0,0.0,12.75,2.32,0.0
20151021:1810,0.0,0.0,0.0,11.57,1.99,0.0
20151021:1910,0.0,0.0,0.0,11.06,1.96,0.0
20151021:2010,0.0,0.0,0.0,10.56,1.94,0.0
20151021:2110,0.0,0.0,0.0,10.06,1.92,0.0
20151021:2210,0.0,0.0,0.0,9.89,1.81,0.0
20151021:2310,0.0,0.0,0.0,9.72,1.71,0.0
20151022:0010,0.0,0.0,0.0,9.56,1.6,0.0
20151022:0110,0.0,0.0,0.0,9.35,1.59,0.0
20151022:0210,0.0,0.0,0.0,9.14,1.57,0.0
20151022:0310,0.0,0.0,0.0,8.93,1.56,0.0
20151022:0410,0.0,0.0,0.0,8.65,1.86,0.0
20151022:0510,0.0,0.0,0.0,8.38,2.17,0.0
20151022:0610,159940.0,193.75,4.73,8.11,2.47,0.0
20151022:0710,565200.0,672.34,14.33,10.1,2.55,0.0
20151022:0810,676590.0,825.73,22.74,12.09,2.63,0.0
20151022:0910,734630.0,914.12,29.35,14.08,2.72,0.0
20151022:1010,767500.0,953.85,33.45,14.6,3.42,0.0
20151022:1110,379550.0,459.4,34.45,15.13,4.11,0.0
20151022:1210,710610.0,869.6,32.17,15.66,4.81,0.0
20151022:1310,723070.0,888.11,26.99,15.4,4.24,0.0
20151022:1410,630310.0,767.8,19.58,15.14,3.66,0.0
20151022:1510,479600.0,576.54,10.64,14.88,3.09,0.0
20151022:1610,0.0,0.0,0.71,13.77,2.61,0.0
20151022:1710,0.0,0.0,0.0,12.66,2.13,0.0
20151022:1810,0.0,0.0,0.0,11.55,1.66,0.0
20151022:1910,0.0,0.0,0.0,11.28,1.72,0.0
20151022:2010,0.0,0.0,0.0,11.01,1.78,0.0
20151022:2110,0.0,0.0,0.0,10.75,1.85,0.0
20151022:2210,0.0,0.0,0.0,10.52,1.89,0.0
20151022:2310,0.0,0.0,0.0,10.3,1.93,0.0
20151023:0010,0.0,0.0,0.0,10.08,1.97,0.0
20151023:0110,0.0,0.0,0.0,9.49,1.82,0.0
20151023:0210,0.0,0.0,0.0,8.9,1.67,0.0
20151023:0310,0.0,0.0,0.0,8.32,1.52,0.0
20151023:0410,0.0,0.0,0.0,8.46,1.53,0.0
20151023:0510,0.0,0.0,0.0,8.61,1.54,0.0
20151023:0610,3600.0,13.08,4.49,8.76,1.54,0.0
20151023:0710,342860.0,408.36,14.07,10.88,1.5,0.0
20151023:0810,693440.0,868.4,22.45,13.0,1.45,0.0
20151023:0910,627020.0,787.83,29.03,15.13,1.41,0.0
20151023:1010,686800.0,873.97,33.11,15.77,1.52,0.0
20151023:1110,729000.0,936.06,34.09,16.41,1.63,0.0
20151023:1210,753480.0,972.43,31.82,17.06,1.74,0.0
20151023:1310,707820.0,907.26,26.66,16.86,1.56,0.0
20151023:1410,634850.0,803.31,19.28,16.67,1.38,0.0
20151023:1510,434980.0,534.6,10.35,16.48,1.2,0.0
20151023:1610,0.0,0.0,0.44,15.33,1.17,0.0
20151023:1710,0.0,0.0,0.0,14.18,1.14,0.0
20151023:1810,0.0,0.0,0.0,13.03,1.1,0.0
20151023:1910,0.0,0.0,0.0,12.53,1.14,0.0
20151023:2010,0.0,0.0,0.0,12.03,1.17,0.0
20151023:2110,0.0,0.0,0.0,11.53,1.2,0.0
20151023:2210,0.0,0.0,0.0,11.36,1.39,0.0
20151023:2310,0.0,0.0,0.0,11.19,1.59,0.0
20151024:0010,0.0,0.0,0.0,11.02,1.78,0.0
20151024:0110,0.0,0.0,0.0,10.55,1.56,0.0
20151024:0210,0.0,0.0,0.0,10.09,1.35,0.0
20151024:0310,0.0,0.0,0.0,9.63,1.13,0.0
20151024:0410,0.0,0.0,0.0,9.44,1.21,0.0
20151024:0510,0.0,0.0,0.0,9.26,1.3,0.0
20151024:0610,112880.0,142.88,4.25,9.08,1.38,0.0
20151024:0710,512630.0,618.51,13.81,11.27,1.32,0.0
20151024:0810,651850.0,815.41,22.17,13.47,1.26,0.0
20151024:0910,706490.0,906.33,28.72,15.67,1.2,0.0
20151024:1010,730070.0,946.89,32.77,16.46,1.16,0.0
20151024:1110,711370.0,924.43,33.74,17.26,1.13,0.0
20151024:1210,733550.0,962.19,31.48,18.06,1.09,0.0
20151024:1310,688520.0,894.52,26.33,17.94,1.03,0.0
20151024:1410,604870.0,771.98,18.97,17.82,0.96,0.0
20151024:1510,477540.0,595.56,10.07,17.7,0.9,0.0
20151024:1610,0.0,0.0,0.17,16.34,1.16,0.0
20151024:1710,0.0,0.0,0.0,14.97,1.42,0.0
20151024:1810,0.0,0.0,0.0,13.61,1.68,0.0
20151024:1910,0.0,0.0,0.0,12.87,1.48,0.0
20151024:2010,0.0,0.0,0.0,12.13,1.28,0.0
20151024:2110,0.0,0.0,0.0,11.4,1.08,0.0
20151024:2210,0.0,0.0,0.0,10.92,1.22,0.0
20151024:2310,0.0,0.0,0.0,10.44,1.37,0.0
20151025:0010,0.0,0.0,0.0,9.97,1.52,0.0
20151025:0110,0.0,0.0,0.0,9.56,1.43,0.0
20151025:0210,0.0,0.0,0.0,9.15,1.35,0.0
20151025:0310,0.0,0.0,0.0,8.75,1.27,0.0
20151025:0410,0.0,0.0,0.0,8.33,1.16,0.0
20151025:0510,0.0,0.0,0.0,7.91,1.06,0.0
20151025:0610,72310.0,97.0,4.01,7.5,0.95,0.0
20151025:0710,240050.0,289.13,13.55,10.17,0.92,0.0
20151025:0810,266100.0,325.04,21.88,12.84,0.89,0.0
20151025:0910,415470.0,514.16,28.4,15.51,0.86,0.0
20151025:1010,486950.0,609.42,32.43,16.54,1.02,0.0
20151025:1110,396490.0,494.98,33.4,17.57,1.19,0.0
20151025:1210,356620.0,445.95,31.14,18.6,1.35,0.0
20151025:1310,404500.0,504.59,26.01,18.21,1.17,0.0
20151025:1410,433350.0,539.65,18.67,17.83,0.98,0.0
20151025:1510,137450.0,178.12,9.79,17.44,0.8,0.0
20151025:1610,0.0,0.0,-0.1,16.36,0.89,0.0
20151025:1710,0.0,0.0,0.0,15.28,0.97,0.0
20151025:1810,0.0,0.0,0.0,14.21,1.06,0.0
20151025:1910,0.0,0.0,0.0,13.32,0.94,0.0
20151025:2010,0.0,0.0,0.0,12.43,0.82,0.0
20151025:2110,0.0,0.0,0.0,11.54,0.7,0.0
20151025:2210,0.0,0.0,0.0,11.46,0.91,0.0
20151025:2310,0.0,0.0,0.0,11.39,1.11,0.0
20151026:0010,0.0,0.0,0.0,11.32,1.31,0.0
20151026:0110,0.0,0.0,0.0,10.53,1.33,0.0
20151026:0210,0.0,0.0,0.0,9.75,1.35,0.0
20151026:0310,0.0,0.0,0.0,8.97,1.37,0.0
20151026:0410,0.0,0.0,0.0,8.88,1.44,0.0
20151026:0510,0.0,0.0,0.0,8.79,1.52,0.0
20151026:0610,74350.0,99.58,3.77,8.7,1.6,0.0
20151026:0710,194210.0,236.33,13.29,10.27,1.71,0.0
20151026:0810,506880.0,611.35,21.59,11.85,1.83,0.0
20151026:0910,622410.0,767.86,28.09,13.43,1.94,0.0
20151026:1010,692600.0,870.92,32.1,14.67,1.89,0.0
20151026:1110,664910.0,839.13,33.05,15.91,1.83,0.0
20151026:1210,582460.0,731.39,30.8,17.16,1.78,0.0
20151026:1310,441810.0,546.83,25.69,17.24,1.65,0.0
20151026:1410,290880.0,359.27,18.38,17.33,1.52,0.0
20151026:1510,39560.0,62.9,9.51,17.42,1.39,0.0
20151026:1610,0.0,0.0,0.0,15.92,1.5,0.0
20151026:1710,0.0,0.0,0.0,14.41,1.6,0.0
20151026:1810,0.0,0.0,0.0,12.91,1.71,0.0
20151026:1910,0.0,0.0,0.0,12.49,1.66,0.0
20151026:2010,0.0,0.0,0.0,12.07,1.62,0.0
20151026:2110,0.0,0.0,0.0,11.65,1.57,0.0
20151026:2210,0.0,0.0,0.0,11.57,1.66,0.0
20151026:2310,0.0,0.0,0.0,11.5,1.75,0.0
20151027:0010,0.0,0.0,0.0,11.43,1.83,0.0
20151027:0110,0.0,0.0,0.0,10.85,1.74,0.0
20151027:0210,0.0,0.0,0.0,10.27,1.65,0.0
20151027:0310,0.0,0.0,0.0,9.7,1.56,0.0
20151027:0410,0.0,0.0,0.0,9.59,1.54,0.0
20151027:0510,0.0,0.0,0.0,9.48,1.52,0.0
20151027:0610,128080.0,159.6,3.54,9.38,1.5,0.0
20151027:0710,460020.0,549.87,13.03,11.24,1.64,0.0
20151027:0810,597400.0,733.14,21.31,13.1,1.78,0.0
20151027:0910,680910.0,854.54,27.78,14.97,1.92,0.0
20151027:1010,715530.0,913.07,31.76,16.1,1.7,0.0
20151027:1110,708710.0,913.06,32.71,17.23,1.49,0.0
20151027:1210,523420.0,661.16,30.46,18.37,1.27,0.0
20151027:1310,197530.0,251.94,25.38,18.16,1.21,0.0
20151027:1410,21250.0,39.89,18.08,17.95,1.16,0.0
20151027:1510,46270.0,71.16,9.24,17.74,1.1,0.0
20151027:1610,0.0,0.0,0.0,16.51,1.09,0.0
20151027:1710,0.0,0.0,0.0,15.28,1.08,0.0
20151027:1810,0.0,0.0,0.0,14.06,1.06,0.0
20151027:1910,0.0,0.0,0.0,13.78,1.09,0.0
20151027:2010,0.0,0.0,0.0,13.5,1.11,0.0
20151027:2110,0.0,0.0,0.0,13.23,1.13,0.0
20151027:2210,0.0,0.0,0.0,13.21,1.02,0.0
20151027:2310,0.0,0.0,0.0,13.19,0.91,0.0
20151028:0010,0.0,0.0,0.0,13.18,0.8,0.0
20151028:0110,0.0,0.0,0.0,13.24,0.77,0.0
20151028:0210,0.0,0.0,0.0,13.3,0.74,0.0
20151028:0310,0.0,0.0,0.0,13.36,0.72,0.0
20151028:0410,0.0,0.0,0.0,13.61,0.57,0.0
20151028:0510,0.0,0.0,0.0,13.86,0.43,0.0
20151028:0610,0.0,1.66,3.3,14.12,0.29,0.0
20151028:0710,4680.0,15.2,12.77,14.57,0.28,0.0
20151028:0810,44300.0,68.99,21.02,15.03,0.27,0.0
20151028:0910,31410.0,52.89,27.47,15.49,0.26,0.0
20151028:1010,38320.0,61.69,31.43,15.53,0.57,0.0
20151028:1110,65040.0,94.54,32.37,15.57,0.87,0.0
20151028:1210,53590.0,80.57,30.13,15.61,1.17,0.0
20151028:1310,51860.0,78.22,25.07,14.99,1.09,0.0
20151028:1410,7090.0,19.14,17.8,14.37,1.02,0.0
20151028:1510,32550.0,53.42,8.97,13.75,0.94,0.0
20151028:1610,0.0,0.0,0.0,13.75,0.87,0.0
20151028:1710,0.0,0.0,0.0,13.74,0.8,0.0
20151028:1810,0.0,0.0,0.0,13.74,0.73,0.0
20151028:1910,0.0,0.0,0.0,13.92,0.97,0.0
20151028:2010,0.0,0.0,0.0,14.1,1.22,0.0
20151028:2110,0.0,0.0,0.0,14.29,1.46,0.0
20151028:2210,0.0,0.0,0.0,14.55,1.27,0.0
20151028:2310,0.0,0.0,0.0,14.81,1.09,0.0
20151029:0010,0.0,0.0,0.0,15.08,0.9,0.0
20151029:0110,0.0,0.0,0.0,14.61,1.4,0.0
20151029:0210,0.0,0.0,0.0,14.15,1.91,0.0
20151029:0310,0.0,0.0,0.0,13.69,2.41,0.0
20151029:0410,0.0,0.0,0.0,13.62,1.92,0.0
20151029:0510,0.0,0.0,0.0,13.55,1.42,0.0
20151029:0610,0.0,2.21,3.06,13.49,0.92,0.0
20151029:0710,19740.0,37.25,12.51,13.89,1.59,0.0
20151029:0810,115770.0,152.4,20.74,14.3,2.25,0.0
20151029:0910,17140.0,33.81,27.16,14.71,2.91,0.0
20151029:1010,35000.0,57.22,31.1,14.75,2.54,0.0
20151029:1110,52030.0,78.33,32.04,14.79,2.17,0.0
20151029:1210,20230.0,38.07,29.81,14.83,1.81,0.0
20151029:1310,40890.0,64.61,24.76,14.9,1.89,0.0
20151029:1410,20400.0,38.28,17.51,14.98,1.98,0.0
20151029:1510,20650.0,38.38,8.71,15.06,2.07,0.0
20151029:1610,0.0,0.0,0.0,14.21,1.94,0.0
20151029:1710,0.0,0.0,0.0,13.35,1.8,0.0
20151029:1810,0.0,0.0,0.0,12.5,1.67,0.0
20151029:1910,0.0,0.0,0.0,12.44,1.89,0.0
20151029:2010,0.0,0.0,0.0,12.39,2.12,0.0
20151029:2110,0.0,0.0,0.0,12.34,2.34,0.0
20151029:2210,0.0,0.0,0.0,12.71,2.61,0.0
20151029:2310,0.0,0.0,0.0,13.08,2.87,0.0
20151030:0010,0.0,0.0,0.0,13.46,3.13,0.0
20151030:0110,0.0,0.0,0.0,13.07,3.11,0.0
20151030:0210,0.0,0.0,0.0,12.68,3.09,0.0
20151030:0310,0.0,0.0,0.0,12.3,3.08,0.0
20151030:0410,0.0,0.0,0.0,12.49,2.95,0.0
20151030:0510,0.0,0.0,0.0,12.69,2.82,0.0
20151030:0610,0.0,5.52,2.82,12.89,2.69,0.0
20151030:0710,125460.0,161.45,12.26,13.94,2.72,0.0
20151030:0810,405370.0,489.65,20.46,14.99,2.75,0.0
20151030:0910,657050.0,816.18,26.85,16.05,2.79,0.0
20151030:1010,423140.0,517.82,30.78,16.6,2.9,0.0
20151030:1110,168800.0,217.19,31.71,17.16,3.01,0.0
20151030:1210,645160.0,804.99,29.49,17.72,3.12,0.0
20151030:1310,641760.0,801.98,24.46,17.65,2.77,0.0
20151030:1410,579140.0,718.95,17.24,17.59,2.43,0.0
20151030:1510,288700.0,353.43,8.46,17.53,2.08,0.0
20151030:1610,0.0,0.0,0.0,16.14,2.08,0.0
20151030:1710,0.0,0.0,0.0,14.75,2.08,0.0
20151030:1810,0.0,0.0,0.0,13.36,2.08,0.0
20151030:1910,0.0,0.0,0.0,12.8,2.06,0.0
20151030:2010,0.0,0.0,0.0,12.24,2.03,0.0
20151030:2110,0.0,0.0,0.0,11.68,2.0,0.0
20151030:2210,0.0,0.0,0.0,11.45,1.87,0.0
